"dataPoints.date","dataPoints.nSeriesData","description","Haver_code"
"2011-01-01",360,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2011-02-01",368,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2011-03-01",538,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2011-04-01",401,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2011-05-01",427,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2011-06-01",429,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2011-07-01",293,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2011-08-01",366,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2011-09-01",405,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2011-10-01",401,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2011-11-01",412,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2011-12-01",375,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2012-01-01",370,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2012-02-01",403,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2012-03-01",419,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2012-04-01",363,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2012-05-01",403,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2012-06-01",342,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2012-07-01",316,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2012-08-01",332,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2012-09-01",361,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2012-10-01",343,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2012-11-01",380,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2012-12-01",321,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2013-01-01",319,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2013-02-01",396,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2013-03-01",370,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2013-04-01",400,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2013-05-01",390,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2013-06-01",333,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2013-07-01",319,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2013-08-01",334,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2013-09-01",333,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2013-10-01",377,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2013-11-01",342,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2013-12-01",368,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2014-01-01",323,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2014-02-01",356,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2014-03-01",381,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2014-04-01",394,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2014-05-01",371,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2014-06-01",319,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2014-07-01",319,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2014-08-01",309,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2014-09-01",315,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2014-10-01",404,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2014-11-01",355,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2014-12-01",373,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2015-01-01",320,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2015-02-01",363,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2015-03-01",405,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2015-04-01",385,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2015-05-01",310,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2015-06-01",357,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2015-07-01",313,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2015-08-01",260,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2015-09-01",363,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2015-10-01",329,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2015-11-01",358,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2015-12-01",344,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2016-01-01",279,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2016-02-01",375,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2016-03-01",376,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2016-04-01",355,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2016-05-01",338,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2016-06-01",334,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2016-07-01",259,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2016-08-01",295,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2016-09-01",294,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2016-10-01",307,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2016-11-01",334,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2016-12-01",303,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2017-01-01",230,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2017-02-01",330,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2017-03-01",369,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2017-04-01",305,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2017-05-01",354,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2017-06-01",294,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2017-07-01",253,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2017-08-01",291,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2017-09-01",246,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2017-10-01",326,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2017-11-01",313,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2017-12-01",298,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2018-01-01",265,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2018-02-01",335,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2018-03-01",330,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2018-04-01",299,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2018-05-01",315,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2018-06-01",264,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2018-07-01",258,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2018-08-01",279,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2018-09-01",289,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2018-10-01",319,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2018-11-01",341,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2018-12-01",286,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2019-01-01",292,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2019-02-01",318,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2019-03-01",362,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2019-04-01",363,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2019-05-01",316,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2019-06-01",295,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2019-07-01",336,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2019-08-01",239,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2019-09-01",252,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2019-10-01",312,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2019-11-01",302,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2019-12-01",293,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2020-01-01",308,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2020-02-01",324,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2020-03-01",251,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2020-04-01",164,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2020-05-01",193,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2020-06-01",250,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2020-07-01",218,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2020-08-01",178,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2020-09-01",232,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2020-10-01",240,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2020-11-01",211,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2020-12-01",217,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2021-01-01",163,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2021-02-01",201,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2021-03-01",239,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2021-04-01",200,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2021-05-01",185,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2021-06-01",223,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2021-07-01",160,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2021-08-01",168,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2021-09-01",208,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2021-10-01",230,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2021-11-01",228,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2021-12-01",275,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2022-01-01",213,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2022-02-01",276,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2022-03-01",318,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2022-04-01",258,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2022-05-01",235,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2022-06-01",303,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2022-07-01",232,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2022-08-01",279,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2022-09-01",285,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2022-10-01",303,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2022-11-01",361,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2022-12-01",339,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2023-01-01",331,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2023-02-01",304,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2023-03-01",435,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2023-04-01",344,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2023-05-01",374,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2023-06-01",372,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2023-07-01",346,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2023-08-01",383,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2023-09-01",400,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2023-10-01",494,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2023-11-01",494,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2023-12-01",533,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2024-01-01",759,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2024-02-01",675,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2024-03-01",569,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2024-04-01",551,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2024-05-01",530,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2024-06-01",460,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2024-07-01",454,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2024-08-01",412,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2024-09-01",446,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2024-10-01",469,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2024-11-01",469,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2024-12-01",394,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2025-01-01",424,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2025-02-01",456,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2025-03-01",452,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2025-04-01",468,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2025-05-01",391,"Canada: Insolvencies Filed by Businesses (NSA, Number)","IB156@CANADA"
"2007-01-01",4,"Canada: Newfoundland and Labrador: Insolvencies Filed by Businesses(NSA, Number)","IB15610@CANADA"
"2007-02-01",5,"Canada: Newfoundland and Labrador: Insolvencies Filed by Businesses(NSA, Number)","IB15610@CANADA"
"2007-03-01",7,"Canada: Newfoundland and Labrador: Insolvencies Filed by Businesses(NSA, Number)","IB15610@CANADA"
"2007-04-01",3,"Canada: Newfoundland and Labrador: Insolvencies Filed by Businesses(NSA, Number)","IB15610@CANADA"
"2007-05-01",5,"Canada: Newfoundland and Labrador: Insolvencies Filed by Businesses(NSA, Number)","IB15610@CANADA"
"2007-06-01",10,"Canada: Newfoundland and Labrador: Insolvencies Filed by Businesses(NSA, Number)","IB15610@CANADA"
"2007-07-01",1,"Canada: Newfoundland and Labrador: Insolvencies Filed by Businesses(NSA, Number)","IB15610@CANADA"
"2007-08-01",2,"Canada: Newfoundland and Labrador: Insolvencies Filed by Businesses(NSA, Number)","IB15610@CANADA"
"2007-09-01",7,"Canada: Newfoundland and Labrador: Insolvencies Filed by Businesses(NSA, Number)","IB15610@CANADA"
"2007-10-01",5,"Canada: Newfoundland and Labrador: Insolvencies Filed by Businesses(NSA, Number)","IB15610@CANADA"
"2007-11-01",1,"Canada: Newfoundland and Labrador: Insolvencies Filed by Businesses(NSA, Number)","IB15610@CANADA"
"2007-12-01",3,"Canada: Newfoundland and Labrador: Insolvencies Filed by Businesses(NSA, Number)","IB15610@CANADA"
"2008-01-01",7,"Canada: Newfoundland and Labrador: Insolvencies Filed by Businesses(NSA, Number)","IB15610@CANADA"
"2008-02-01",7,"Canada: Newfoundland and Labrador: Insolvencies Filed by Businesses(NSA, Number)","IB15610@CANADA"
"2008-03-01",2,"Canada: Newfoundland and Labrador: Insolvencies Filed by Businesses(NSA, Number)","IB15610@CANADA"
"2008-04-01",2,"Canada: Newfoundland and Labrador: Insolvencies Filed by Businesses(NSA, Number)","IB15610@CANADA"
"2008-05-01",3,"Canada: Newfoundland and Labrador: Insolvencies Filed by Businesses(NSA, Number)","IB15610@CANADA"
"2008-06-01",5,"Canada: Newfoundland and Labrador: Insolvencies Filed by Businesses(NSA, Number)","IB15610@CANADA"
"2008-07-01",2,"Canada: Newfoundland and Labrador: Insolvencies Filed by Businesses(NSA, Number)","IB15610@CANADA"
"2008-08-01",3,"Canada: Newfoundland and Labrador: Insolvencies Filed by Businesses(NSA, Number)","IB15610@CANADA"
"2008-09-01",0,"Canada: Newfoundland and Labrador: Insolvencies Filed by Businesses(NSA, Number)","IB15610@CANADA"
"2008-10-01",3,"Canada: Newfoundland and Labrador: Insolvencies Filed by Businesses(NSA, Number)","IB15610@CANADA"
"2008-11-01",0,"Canada: Newfoundland and Labrador: Insolvencies Filed by Businesses(NSA, Number)","IB15610@CANADA"
"2008-12-01",6,"Canada: Newfoundland and Labrador: Insolvencies Filed by Businesses(NSA, Number)","IB15610@CANADA"
"2009-01-01",1,"Canada: Newfoundland and Labrador: Insolvencies Filed by Businesses(NSA, Number)","IB15610@CANADA"
"2009-02-01",2,"Canada: Newfoundland and Labrador: Insolvencies Filed by Businesses(NSA, Number)","IB15610@CANADA"
"2009-03-01",3,"Canada: Newfoundland and Labrador: Insolvencies Filed by Businesses(NSA, Number)","IB15610@CANADA"
"2009-04-01",1,"Canada: Newfoundland and Labrador: Insolvencies Filed by Businesses(NSA, Number)","IB15610@CANADA"
"2009-05-01",8,"Canada: Newfoundland and Labrador: Insolvencies Filed by Businesses(NSA, Number)","IB15610@CANADA"
"2009-06-01",6,"Canada: Newfoundland and Labrador: Insolvencies Filed by Businesses(NSA, Number)","IB15610@CANADA"
"2009-07-01",0,"Canada: Newfoundland and Labrador: Insolvencies Filed by Businesses(NSA, Number)","IB15610@CANADA"
"2009-08-01",1,"Canada: Newfoundland and Labrador: Insolvencies Filed by Businesses(NSA, Number)","IB15610@CANADA"
"2009-09-01",2,"Canada: Newfoundland and Labrador: Insolvencies Filed by Businesses(NSA, Number)","IB15610@CANADA"
