"Date","description","Value","Macrobond_Code"
2015-06-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",125524,"catran0055"
2015-07-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",124203,"catran0055"
2015-08-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",132100,"catran0055"
2015-09-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",124615,"catran0055"
2015-10-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",132176,"catran0055"
2015-11-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",121376,"catran0055"
2015-12-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",108286,"catran0055"
2016-01-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",111766,"catran0055"
2016-02-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",110761,"catran0055"
2016-03-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",118401,"catran0055"
2016-04-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",112307,"catran0055"
2016-05-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",118340,"catran0055"
2016-06-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",110261,"catran0055"
2016-07-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",106993,"catran0055"
2016-08-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",125597,"catran0055"
2016-09-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",114200,"catran0055"
2016-10-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",120431,"catran0055"
2016-11-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",113083,"catran0055"
2016-12-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",113307,"catran0055"
2017-01-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",106804,"catran0055"
2017-02-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",118505,"catran0055"
2017-03-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",124408,"catran0055"
2017-04-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",118062,"catran0055"
2017-05-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",133599,"catran0055"
2017-06-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",132745,"catran0055"
2017-07-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",137481,"catran0055"
2017-08-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",132589,"catran0055"
2017-09-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",131290,"catran0055"
2017-10-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",135494,"catran0055"
2017-11-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",131560,"catran0055"
2017-12-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",136437,"catran0055"
2018-01-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",123027,"catran0055"
2018-02-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",110729,"catran0055"
2018-03-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",141650,"catran0055"
2018-04-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",124434,"catran0055"
2018-05-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",141976,"catran0055"
2018-06-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",140682,"catran0055"
2018-07-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",130347,"catran0055"
2018-08-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",136261,"catran0055"
2018-09-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",141949,"catran0055"
2018-10-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",142265,"catran0055"
2018-11-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",151064,"catran0055"
2018-12-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",130998,"catran0055"
2019-01-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",140671,"catran0055"
2019-02-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",127873,"catran0055"
2019-03-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",135570,"catran0055"
2019-04-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",142917,"catran0055"
2019-05-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",143999,"catran0055"
2019-06-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",146123,"catran0055"
2019-07-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",136217,"catran0055"
2019-08-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",147708,"catran0055"
2019-09-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",145469,"catran0055"
2019-10-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",135381,"catran0055"
2019-11-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",129098,"catran0055"
2019-12-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",126968,"catran0055"
2020-01-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",118426,"catran0055"
2020-02-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",111075,"catran0055"
2020-03-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",119870,"catran0055"
2020-04-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",123648,"catran0055"
2020-05-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",136829,"catran0055"
2020-06-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",130452,"catran0055"
2020-07-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",136841,"catran0055"
2020-08-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",132105,"catran0055"
2020-09-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",140819,"catran0055"
2020-10-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",163893,"catran0055"
2020-11-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",148429,"catran0055"
2020-12-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",150938,"catran0055"
2021-01-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",157294,"catran0055"
2021-02-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",133240,"catran0055"
2021-03-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",161772,"catran0055"
2021-04-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",164951,"catran0055"
2021-05-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",187041,"catran0055"
2021-06-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",150354,"catran0055"
2021-07-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",125078,"catran0055"
2021-08-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",154374,"catran0055"
2021-09-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",146190,"catran0055"
2021-10-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",152582,"catran0055"
2021-11-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",113874,"catran0055"
2021-12-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",108586,"catran0055"
2022-01-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",120247,"catran0055"
2022-02-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",117087,"catran0055"
2022-03-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",164636,"catran0055"
2022-04-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",147021,"catran0055"
2022-05-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",151833,"catran0055"
2022-06-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",151532,"catran0055"
2022-07-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",148207,"catran0055"
2022-08-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",153473,"catran0055"
2022-09-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",157735,"catran0055"
2022-10-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",157790,"catran0055"
2022-11-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",134763,"catran0055"
2022-12-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",108329,"catran0055"
2023-01-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",123190,"catran0055"
2023-02-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",108979,"catran0055"
2023-03-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",110127,"catran0055"
2023-04-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",138663,"catran0055"
2023-05-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",134707,"catran0055"
2023-06-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",148934,"catran0055"
2023-07-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",79881,"catran0055"
2023-08-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",117042,"catran0055"
2023-09-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",146515,"catran0055"
2023-10-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",136661,"catran0055"
2023-11-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",134824,"catran0055"
2023-12-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",129485,"catran0055"
2024-01-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",114839,"catran0055"
2024-02-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",137320,"catran0055"
2024-03-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",147872,"catran0055"
2024-04-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",132367,"catran0055"
2024-05-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",154222,"catran0055"
2024-06-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",149772,"catran0055"
2024-07-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",138485,"catran0055"
2024-08-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",147655,"catran0055"
2024-09-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",150340,"catran0055"
2024-10-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",131976,"catran0055"
2024-11-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",111581,"catran0055"
2024-12-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",127499,"catran0055"
2025-01-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",158895,"catran0055"
2025-02-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",125438,"catran0055"
2025-03-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",142763,"catran0055"
2025-04-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",151689,"catran0055"
2025-05-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",176326,"catran0055"
2025-06-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",158585,"catran0055"
2025-07-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",174419,"catran0055"
2025-08-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",165321,"catran0055"
2025-09-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",152080,"catran0055"
2025-10-01,"Canada, Port of Vancouver, Traffic, Ports, Export, Total",162573,"catran0055"
2008-01-01,"Canada, Port of Vancouver, Traffic, Ports, TEU, Total",185511,"catran0049"
2008-02-01,"Canada, Port of Vancouver, Traffic, Ports, TEU, Total",211837,"catran0049"
2008-03-01,"Canada, Port of Vancouver, Traffic, Ports, TEU, Total",184749,"catran0049"
2008-04-01,"Canada, Port of Vancouver, Traffic, Ports, TEU, Total",214507,"catran0049"
2008-05-01,"Canada, Port of Vancouver, Traffic, Ports, TEU, Total",215220,"catran0049"
2008-06-01,"Canada, Port of Vancouver, Traffic, Ports, TEU, Total",211566,"catran0049"
2008-07-01,"Canada, Port of Vancouver, Traffic, Ports, TEU, Total",225428,"catran0049"
2008-08-01,"Canada, Port of Vancouver, Traffic, Ports, TEU, Total",224699,"catran0049"
2008-09-01,"Canada, Port of Vancouver, Traffic, Ports, TEU, Total",228189,"catran0049"
2008-10-01,"Canada, Port of Vancouver, Traffic, Ports, TEU, Total",214039,"catran0049"
2008-11-01,"Canada, Port of Vancouver, Traffic, Ports, TEU, Total",194593,"catran0049"
2008-12-01,"Canada, Port of Vancouver, Traffic, Ports, TEU, Total",181769,"catran0049"
2009-01-01,"Canada, Port of Vancouver, Traffic, Ports, TEU, Total",166708,"catran0049"
2009-02-01,"Canada, Port of Vancouver, Traffic, Ports, TEU, Total",145132,"catran0049"
2009-03-01,"Canada, Port of Vancouver, Traffic, Ports, TEU, Total",179680,"catran0049"
2009-04-01,"Canada, Port of Vancouver, Traffic, Ports, TEU, Total",178296,"catran0049"
2009-05-01,"Canada, Port of Vancouver, Traffic, Ports, TEU, Total",190646,"catran0049"
2009-06-01,"Canada, Port of Vancouver, Traffic, Ports, TEU, Total",180918,"catran0049"
2009-07-01,"Canada, Port of Vancouver, Traffic, Ports, TEU, Total",188690,"catran0049"
2009-08-01,"Canada, Port of Vancouver, Traffic, Ports, TEU, Total",189693,"catran0049"
2009-09-01,"Canada, Port of Vancouver, Traffic, Ports, TEU, Total",184559,"catran0049"
2009-10-01,"Canada, Port of Vancouver, Traffic, Ports, TEU, Total",181759,"catran0049"
2009-11-01,"Canada, Port of Vancouver, Traffic, Ports, TEU, Total",183179,"catran0049"
2009-12-01,"Canada, Port of Vancouver, Traffic, Ports, TEU, Total",183205,"catran0049"
2010-01-01,"Canada, Port of Vancouver, Traffic, Ports, TEU, Total",176572,"catran0049"
2010-02-01,"Canada, Port of Vancouver, Traffic, Ports, TEU, Total",167802,"catran0049"
2010-03-01,"Canada, Port of Vancouver, Traffic, Ports, TEU, Total",180404,"catran0049"
2010-04-01,"Canada, Port of Vancouver, Traffic, Ports, TEU, Total",199656,"catran0049"
2010-05-01,"Canada, Port of Vancouver, Traffic, Ports, TEU, Total",218989,"catran0049"
2010-06-01,"Canada, Port of Vancouver, Traffic, Ports, TEU, Total",220535,"catran0049"
2010-07-01,"Canada, Port of Vancouver, Traffic, Ports, TEU, Total",230282,"catran0049"
2010-08-01,"Canada, Port of Vancouver, Traffic, Ports, TEU, Total",230507,"catran0049"
2010-09-01,"Canada, Port of Vancouver, Traffic, Ports, TEU, Total",229475,"catran0049"
2010-10-01,"Canada, Port of Vancouver, Traffic, Ports, TEU, Total",236723,"catran0049"
2010-11-01,"Canada, Port of Vancouver, Traffic, Ports, TEU, Total",215552,"catran0049"
2010-12-01,"Canada, Port of Vancouver, Traffic, Ports, TEU, Total",207814,"catran0049"
2011-01-01,"Canada, Port of Vancouver, Traffic, Ports, TEU, Total",202161,"catran0049"
2011-02-01,"Canada, Port of Vancouver, Traffic, Ports, TEU, Total",189714,"catran0049"
2011-03-01,"Canada, Port of Vancouver, Traffic, Ports, TEU, Total",184836,"catran0049"
2011-04-01,"Canada, Port of Vancouver, Traffic, Ports, TEU, Total",214400,"catran0049"
2011-05-01,"Canada, Port of Vancouver, Traffic, Ports, TEU, Total",218250,"catran0049"
2011-06-01,"Canada, Port of Vancouver, Traffic, Ports, TEU, Total",215573,"catran0049"
2011-07-01,"Canada, Port of Vancouver, Traffic, Ports, TEU, Total",213418,"catran0049"
2011-08-01,"Canada, Port of Vancouver, Traffic, Ports, TEU, Total",215765,"catran0049"
2011-09-01,"Canada, Port of Vancouver, Traffic, Ports, TEU, Total",225210,"catran0049"
2011-10-01,"Canada, Port of Vancouver, Traffic, Ports, TEU, Total",207098,"catran0049"
2011-11-01,"Canada, Port of Vancouver, Traffic, Ports, TEU, Total",211483,"catran0049"
2011-12-01,"Canada, Port of Vancouver, Traffic, Ports, TEU, Total",209127,"catran0049"
2012-01-01,"Canada, Port of Vancouver, Traffic, Ports, TEU, Total",222910,"catran0049"
2012-02-01,"Canada, Port of Vancouver, Traffic, Ports, TEU, Total",187470,"catran0049"
2012-03-01,"Canada, Port of Vancouver, Traffic, Ports, TEU, Total",217162,"catran0049"
2012-04-01,"Canada, Port of Vancouver, Traffic, Ports, TEU, Total",229055,"catran0049"
2012-05-01,"Canada, Port of Vancouver, Traffic, Ports, TEU, Total",227644,"catran0049"
2012-06-01,"Canada, Port of Vancouver, Traffic, Ports, TEU, Total",216489,"catran0049"
2012-07-01,"Canada, Port of Vancouver, Traffic, Ports, TEU, Total",246140,"catran0049"
2012-08-01,"Canada, Port of Vancouver, Traffic, Ports, TEU, Total",242821,"catran0049"
2012-09-01,"Canada, Port of Vancouver, Traffic, Ports, TEU, Total",224424,"catran0049"
2012-10-01,"Canada, Port of Vancouver, Traffic, Ports, TEU, Total",245203,"catran0049"
2012-11-01,"Canada, Port of Vancouver, Traffic, Ports, TEU, Total",234437,"catran0049"
2012-12-01,"Canada, Port of Vancouver, Traffic, Ports, TEU, Total",219408,"catran0049"
2013-01-01,"Canada, Port of Vancouver, Traffic, Ports, TEU, Total",225971,"catran0049"
2013-02-01,"Canada, Port of Vancouver, Traffic, Ports, TEU, Total",221885,"catran0049"
2013-03-01,"Canada, Port of Vancouver, Traffic, Ports, TEU, Total",195103,"catran0049"
2013-04-01,"Canada, Port of Vancouver, Traffic, Ports, TEU, Total",233334,"catran0049"
2013-05-01,"Canada, Port of Vancouver, Traffic, Ports, TEU, Total",239226,"catran0049"
2013-06-01,"Canada, Port of Vancouver, Traffic, Ports, TEU, Total",226122,"catran0049"
2013-07-01,"Canada, Port of Vancouver, Traffic, Ports, TEU, Total",249122,"catran0049"
2013-08-01,"Canada, Port of Vancouver, Traffic, Ports, TEU, Total",259790,"catran0049"
2013-09-01,"Canada, Port of Vancouver, Traffic, Ports, TEU, Total",245169,"catran0049"
2013-10-01,"Canada, Port of Vancouver, Traffic, Ports, TEU, Total",256409,"catran0049"
2013-11-01,"Canada, Port of Vancouver, Traffic, Ports, TEU, Total",246256,"catran0049"
2013-12-01,"Canada, Port of Vancouver, Traffic, Ports, TEU, Total",227088,"catran0049"
2014-01-01,"Canada, Port of Vancouver, Traffic, Ports, TEU, Total",239633,"catran0049"
2014-02-01,"Canada, Port of Vancouver, Traffic, Ports, TEU, Total",205937,"catran0049"
2014-03-01,"Canada, Port of Vancouver, Traffic, Ports, TEU, Total",192692,"catran0049"
