REF_DATE,GEO,Wages,Type_of_work,National_Occupational_Classification__NOC_,Age_group,Homme,Femme,Ratio
1999,Manitoba,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",25 à 54 années,19.43,14.01,0.7210499227997942
1999,Manitoba,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",25 à 54 années,NA,NA,NA
1999,Saskatchewan,Salaire horaire moyen,Employées à temps plein,"Totales des employées, toutes les professions",25 à 54 années,17.85,14.45,0.8095238095238094
1999,Saskatchewan,Salaire horaire moyen,Employées à temps plein,Professions en gestion,25 à 54 années,23.1,17.74,0.7679653679653679
1999,Saskatchewan,Salaire horaire moyen,Employées à temps plein,Professions législatives et de haute direction,25 à 54 années,26.82,20.85,0.7774049217002238
1999,Saskatchewan,Salaire horaire moyen,Employées à temps plein,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,25 à 54 années,25.7,20.84,0.8108949416342413
1999,Saskatchewan,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",25 à 54 années,18.49,12.63,0.6830719307733911
1999,Saskatchewan,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",25 à 54 années,NA,NA,NA
1999,Alberta,Salaire horaire moyen,Employées à temps plein,"Totales des employées, toutes les professions",25 à 54 années,20.08,15.18,0.7559760956175299
1999,Alberta,Salaire horaire moyen,Employées à temps plein,Professions en gestion,25 à 54 années,26.58,18.85,0.7091798344620016
1999,Alberta,Salaire horaire moyen,Employées à temps plein,Professions législatives et de haute direction,25 à 54 années,NA,NA,NA
1999,Alberta,Salaire horaire moyen,Employées à temps plein,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,25 à 54 années,29,21.63,0.7458620689655172
1999,Alberta,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",25 à 54 années,22.68,14.3,0.6305114638447972
1999,Alberta,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",25 à 54 années,26.11,17.72,0.6786671773266947
1999,Colombie-britannique,Salaire horaire moyen,Employées à temps plein,"Totales des employées, toutes les professions",25 à 54 années,20.73,17.23,0.8311625663289918
1999,Colombie-britannique,Salaire horaire moyen,Employées à temps plein,Professions en gestion,25 à 54 années,25.02,21.1,0.8433253397282175
1999,Colombie-britannique,Salaire horaire moyen,Employées à temps plein,Professions législatives et de haute direction,25 à 54 années,29.21,27.01,0.9246833276275248
1999,Colombie-britannique,Salaire horaire moyen,Employées à temps plein,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,25 à 54 années,27.7,23.62,0.8527075812274368
1999,Colombie-britannique,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",25 à 54 années,21.3,16.44,0.771830985915493
1999,Colombie-britannique,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",25 à 54 années,25.95,20.96,0.8077071290944123
2000,Canada,Salaire horaire moyen,Employées à temps plein,"Totales des employées, toutes les professions",25 à 54 années,20.24,16.57,0.8186758893280633
2000,Canada,Salaire horaire moyen,Employées à temps plein,Professions en gestion,25 à 54 années,27.42,21.62,0.7884755652808169
2000,Canada,Salaire horaire moyen,Employées à temps plein,Professions législatives et de haute direction,25 à 54 années,33.69,25.39,0.7536360937963789
2000,Canada,Salaire horaire moyen,Employées à temps plein,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,25 à 54 années,30.69,24.2,0.7885304659498207
2000,Canada,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",25 à 54 années,22.17,15.95,0.7194406856111862
2000,Canada,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",25 à 54 années,26.4,20.85,0.7897727272727274
2000,Terre-Neuve-et-Labrador,Salaire horaire moyen,Employées à temps plein,"Totales des employées, toutes les professions",25 à 54 années,16.87,13.58,0.8049792531120331
2000,Terre-Neuve-et-Labrador,Salaire horaire moyen,Employées à temps plein,Professions en gestion,25 à 54 années,22.57,17.91,0.793531236154187
2000,Terre-Neuve-et-Labrador,Salaire horaire moyen,Employées à temps plein,Professions législatives et de haute direction,25 à 54 années,NA,NA,NA
2000,Terre-Neuve-et-Labrador,Salaire horaire moyen,Employées à temps plein,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,25 à 54 années,25.84,22.18,0.858359133126935
2000,Terre-Neuve-et-Labrador,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",25 à 54 années,17.14,12.05,0.7030338389731622
2000,Terre-Neuve-et-Labrador,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",25 à 54 années,NA,NA,NA
2000,Île-du-Prince-Édouard,Salaire horaire moyen,Employées à temps plein,"Totales des employées, toutes les professions",25 à 54 années,14.57,13.54,0.9293067947838023
2000,Île-du-Prince-Édouard,Salaire horaire moyen,Employées à temps plein,Professions en gestion,25 à 54 années,20.26,16.7,0.824284304047384
2000,Île-du-Prince-Édouard,Salaire horaire moyen,Employées à temps plein,Professions législatives et de haute direction,25 à 54 années,NA,NA,NA
2000,Île-du-Prince-Édouard,Salaire horaire moyen,Employées à temps plein,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,25 à 54 années,25.21,20.97,0.8318127727092423
2000,Île-du-Prince-Édouard,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",25 à 54 années,14.27,11.67,0.8177995795374913
2000,Île-du-Prince-Édouard,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",25 à 54 années,NA,NA,NA
2000,Nouvelle-Écosse,Salaire horaire moyen,Employées à temps plein,"Totales des employées, toutes les professions",25 à 54 années,17.02,14.04,0.8249118683901292
2000,Nouvelle-Écosse,Salaire horaire moyen,Employées à temps plein,Professions en gestion,25 à 54 années,22.03,17.99,0.81661370857921
2000,Nouvelle-Écosse,Salaire horaire moyen,Employées à temps plein,Professions législatives et de haute direction,25 à 54 années,NA,NA,NA
2000,Nouvelle-Écosse,Salaire horaire moyen,Employées à temps plein,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,25 à 54 années,26.62,21.12,0.7933884297520661
2000,Nouvelle-Écosse,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",25 à 54 années,17.93,12.64,0.7049637479085332
2000,Nouvelle-Écosse,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",25 à 54 années,NA,NA,NA
2000,Nouveau-Brunswick,Salaire horaire moyen,Employées à temps plein,"Totales des employées, toutes les professions",25 à 54 années,17.27,13.54,0.7840185292414591
2000,Nouveau-Brunswick,Salaire horaire moyen,Employées à temps plein,Professions en gestion,25 à 54 années,23.32,16.26,0.6972555746140653
2000,Nouveau-Brunswick,Salaire horaire moyen,Employées à temps plein,Professions législatives et de haute direction,25 à 54 années,NA,NA,NA
2000,Nouveau-Brunswick,Salaire horaire moyen,Employées à temps plein,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,25 à 54 années,27.04,18.19,0.672707100591716
2000,Nouveau-Brunswick,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",25 à 54 années,18,12.99,0.7216666666666667
2000,Nouveau-Brunswick,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",25 à 54 années,NA,NA,NA
2000,Québec,Salaire horaire moyen,Employées à temps plein,"Totales des employées, toutes les professions",25 à 54 années,19.11,15.99,0.8367346938775511
2000,Québec,Salaire horaire moyen,Employées à temps plein,Professions en gestion,25 à 54 années,25.86,20.18,0.7803557617942769
2000,Québec,Salaire horaire moyen,Employées à temps plein,Professions législatives et de haute direction,25 à 54 années,27.42,22.55,0.8223924142961342
2000,Québec,Salaire horaire moyen,Employées à temps plein,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,25 à 54 années,29.24,22.69,0.7759917920656636
2000,Québec,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",25 à 54 années,21.42,14.26,0.6657329598506069
2000,Québec,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",25 à 54 années,24.16,20.08,0.8311258278145695
2000,Ontario,Salaire horaire moyen,Employées à temps plein,"Totales des employées, toutes les professions",25 à 54 années,21.36,17.68,0.8277153558052435
2000,Ontario,Salaire horaire moyen,Employées à temps plein,Professions en gestion,25 à 54 années,29.65,23.96,0.8080944350758854
2000,Ontario,Salaire horaire moyen,Employées à temps plein,Professions législatives et de haute direction,25 à 54 années,36.98,27.41,0.741211465657112
2000,Ontario,Salaire horaire moyen,Employées à temps plein,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,25 à 54 années,33.24,26.05,0.7836943441636582
2000,Ontario,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",25 à 54 années,22.74,18.75,0.8245382585751979
2000,Ontario,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",25 à 54 années,28.28,23.95,0.8468882602545968
2000,Manitoba,Salaire horaire moyen,Employées à temps plein,"Totales des employées, toutes les professions",25 à 54 années,18.42,15.03,0.8159609120521172
2000,Manitoba,Salaire horaire moyen,Employées à temps plein,Professions en gestion,25 à 54 années,25.5,19.49,0.764313725490196
2000,Manitoba,Salaire horaire moyen,Employées à temps plein,Professions législatives et de haute direction,25 à 54 années,35.58,23.22,0.6526138279932546
2000,Manitoba,Salaire horaire moyen,Employées à temps plein,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,25 à 54 années,28.42,21.75,0.7653061224489796
2000,Manitoba,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",25 à 54 années,21.03,13.88,0.6600095102234903
2000,Manitoba,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",25 à 54 années,NA,NA,NA
2000,Saskatchewan,Salaire horaire moyen,Employées à temps plein,"Totales des employées, toutes les professions",25 à 54 années,18.45,14.9,0.8075880758807589
2000,Saskatchewan,Salaire horaire moyen,Employées à temps plein,Professions en gestion,25 à 54 années,25.09,18.68,0.7445197289756875
2000,Saskatchewan,Salaire horaire moyen,Employées à temps plein,Professions législatives et de haute direction,25 à 54 années,29.2,23.17,0.7934931506849315
2000,Saskatchewan,Salaire horaire moyen,Employées à temps plein,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,25 à 54 années,27.48,21.89,0.7965793304221251
2000,Saskatchewan,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",25 à 54 années,20.42,12.63,0.618511263467189
2000,Saskatchewan,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",25 à 54 années,24.7,15.47,0.6263157894736843
