REF_DATE,GEO,Labour_force_characteristics,National_Occupational_Classification__NOC_,Gender,VALUE
1999,Saskatchewan,Proportion of employment,Legislative and senior management occupations,Men,72.4
1999,Saskatchewan,Proportion of employment,Legislative and senior management occupations,Women,27.6
1999,Saskatchewan,Proportion of employment,Specialized middle management occupations,Men,51.3
1999,Saskatchewan,Proportion of employment,Specialized middle management occupations,Women,48.7
1999,Saskatchewan,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Men,57.4
1999,Saskatchewan,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Women,42.6
1999,Saskatchewan,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Men,78.6
1999,Saskatchewan,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Women,21.4
1999,Alberta,Proportion of employment,"Total, all occupations",Men,54.7
1999,Alberta,Proportion of employment,"Total, all occupations",Women,45.3
1999,Alberta,Proportion of employment,Management occupations,Men,66
1999,Alberta,Proportion of employment,Management occupations,Women,34
1999,Alberta,Proportion of employment,Legislative and senior management occupations,Men,73.4
1999,Alberta,Proportion of employment,Legislative and senior management occupations,Women,26.6
1999,Alberta,Proportion of employment,Specialized middle management occupations,Men,55.7
1999,Alberta,Proportion of employment,Specialized middle management occupations,Women,44.3
1999,Alberta,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Men,55.2
1999,Alberta,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Women,45
1999,Alberta,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Men,78.9
1999,Alberta,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Women,21.1
1999,British Columbia,Proportion of employment,"Total, all occupations",Men,53.4
1999,British Columbia,Proportion of employment,"Total, all occupations",Women,46.6
1999,British Columbia,Proportion of employment,Management occupations,Men,62.2
1999,British Columbia,Proportion of employment,Management occupations,Women,37.8
1999,British Columbia,Proportion of employment,Legislative and senior management occupations,Men,65.5
1999,British Columbia,Proportion of employment,Legislative and senior management occupations,Women,34.5
1999,British Columbia,Proportion of employment,Specialized middle management occupations,Men,47.4
1999,British Columbia,Proportion of employment,Specialized middle management occupations,Women,52.8
1999,British Columbia,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Men,60
1999,British Columbia,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Women,40
1999,British Columbia,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Men,83
1999,British Columbia,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Women,17
2000,Canada,Proportion of employment,"Total, all occupations",Men,54
2000,Canada,Proportion of employment,"Total, all occupations",Women,46
2000,Canada,Proportion of employment,Management occupations,Men,66.3
2000,Canada,Proportion of employment,Management occupations,Women,33.7
2000,Canada,Proportion of employment,Legislative and senior management occupations,Men,79.3
2000,Canada,Proportion of employment,Legislative and senior management occupations,Women,20.9
2000,Canada,Proportion of employment,Specialized middle management occupations,Men,52.8
2000,Canada,Proportion of employment,Specialized middle management occupations,Women,47.2
2000,Canada,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Men,61.4
2000,Canada,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Women,38.5
2000,Canada,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Men,83.2
2000,Canada,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Women,16.8
2000,Newfoundland and Labrador,Proportion of employment,"Total, all occupations",Men,53.1
2000,Newfoundland and Labrador,Proportion of employment,"Total, all occupations",Women,46.9
2000,Newfoundland and Labrador,Proportion of employment,Management occupations,Men,58.2
2000,Newfoundland and Labrador,Proportion of employment,Management occupations,Women,41.8
2000,Newfoundland and Labrador,Proportion of employment,Legislative and senior management occupations,Men,NA
2000,Newfoundland and Labrador,Proportion of employment,Legislative and senior management occupations,Women,NA
2000,Newfoundland and Labrador,Proportion of employment,Specialized middle management occupations,Men,51.1
2000,Newfoundland and Labrador,Proportion of employment,Specialized middle management occupations,Women,48.9
2000,Newfoundland and Labrador,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Men,54.9
2000,Newfoundland and Labrador,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Women,45.1
2000,Newfoundland and Labrador,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Men,NA
2000,Newfoundland and Labrador,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Women,NA
2000,Prince Edward Island,Proportion of employment,"Total, all occupations",Men,51.6
2000,Prince Edward Island,Proportion of employment,"Total, all occupations",Women,48.4
2000,Prince Edward Island,Proportion of employment,Management occupations,Men,67.1
2000,Prince Edward Island,Proportion of employment,Management occupations,Women,32.9
2000,Prince Edward Island,Proportion of employment,Legislative and senior management occupations,Men,NA
2000,Prince Edward Island,Proportion of employment,Legislative and senior management occupations,Women,NA
2000,Prince Edward Island,Proportion of employment,Specialized middle management occupations,Men,46.2
2000,Prince Edward Island,Proportion of employment,Specialized middle management occupations,Women,53.8
2000,Prince Edward Island,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Men,53.6
2000,Prince Edward Island,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Women,46.4
2000,Prince Edward Island,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Men,85.7
2000,Prince Edward Island,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Women,14.3
2000,Nova Scotia,Proportion of employment,"Total, all occupations",Men,52.5
2000,Nova Scotia,Proportion of employment,"Total, all occupations",Women,47.5
2000,Nova Scotia,Proportion of employment,Management occupations,Men,64.7
2000,Nova Scotia,Proportion of employment,Management occupations,Women,35.3
